text,label,label_encoded,text_length,word_count
"Yesterday, thinking about suicide constantly. can't escape these thoughts. I want to disappear. Nobody would even notice.",crisis,2,121,17
"This week, feeling overwhelmed by responsibilities.",high_stress,1,51,6
"Recently, had a restful sleep last night. feeling refreshed. Enjoying my new hobby. It's very relaxing.",low_stress,0,103,16
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
"This week, life feels meaningless. i don't want to be here. Feeling like there's no point in continuing.",crisis,2,104,18
Relationship problems are causing a lot of stress.,high_stress,1,50,8
Made progress on my goals today. Feeling motivated. Looking forward to the vacation next month.,low_stress,0,95,15
Had a good conversation with my family today. Finished reading a great book. Highly recommend it.,low_stress,0,97,16
Had a productive workout session this morning. Feeling positive about the future.,low_stress,0,81,12
Worried about my health. Need to see a doctor soon. Feeling anxious about the upcoming presentation.,high_stress,1,100,16
"Today, i'm a burden to everyone. they'd be better off without me.",crisis,2,65,12
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Feeling positive about the future. Looking forward to the vacation next month.,low_stress,0,78,12
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"Lately, work has been really overwhelming lately. so many deadlines.",high_stress,1,68,10
"Today, struggling to keep up with everything. feeling exhausted.",high_stress,1,64,9
"Today, i want to disappear. nobody would even notice.",crisis,2,53,9
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
Had a good conversation with my family today. Feeling content with life right now.,low_stress,0,82,14
"This month, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,74,14
Can't stop thinking about ending everything.,crisis,2,44,6
"Today, i want to disappear. nobody would even notice.",crisis,2,53,9
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
"Yesterday, had a great day at work today. feeling productive and happy.",low_stress,0,71,12
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Had a good conversation with my family today.,low_stress,0,45,8
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Feeling content with life right now. Had a productive workout session this morning.,low_stress,0,83,13
"Yesterday, can't handle the pain anymore. need it to stop.",crisis,2,58,10
Can't stop thinking about ending everything.,crisis,2,44,6
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
Feeling burned out. Everything feels like too much.,high_stress,1,51,8
"This week, excited about the weekend plans with friends.",low_stress,0,56,9
"Recently, feeling burned out. everything feels like too much.",high_stress,1,61,9
"Recently, i don't see a way out of this situation anymore. Feeling like there's no point in continuing.",crisis,2,103,18
"Today, can't stop thinking about ending everything.",crisis,2,51,7
Feeling like there's no point in continuing.,crisis,2,44,7
"Recently, had a good conversation with my family today.",low_stress,0,55,9
Feeling like there's no point in continuing.,crisis,2,44,7
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Feeling positive about the future.,low_stress,0,34,5
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"Recently, feeling like there's no point in continuing.",crisis,2,54,8
Feeling content with life right now. Finished reading a great book. Highly recommend it.,low_stress,0,88,14
"This week, feeling overwhelmed by responsibilities.",high_stress,1,51,6
"Lately, the darkness is overwhelming. i see no light ahead.",crisis,2,59,10
Life feels meaningless. I don't want to be here.,crisis,2,48,9
"Today, haven't been sleeping well. mind keeps racing at night. Haven't been sleeping well. Mind keeps racing at night.",high_stress,1,118,19
completed my project on time. feeling accomplished!,low_stress,0,51,7
"Yesterday, haven't been sleeping well. mind keeps racing at night.",high_stress,1,66,10
Enjoying my new hobby. It's very relaxing. Grateful for the support from my colleagues.,low_stress,0,87,14
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
Feeling content with life right now.,low_stress,0,36,6
"Recently, excited about the weekend plans with friends.",low_stress,0,55,8
"This month, excited about the weekend plans with friends.",low_stress,0,57,9
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
feeling anxious about the upcoming presentation. Feeling overwhelmed by responsibilities.,high_stress,1,89,10
"This week, feeling burned out. everything feels like too much.",high_stress,1,62,10
just finished a nice walk in the park. the weather is beautiful. Had a good conversation with my family today.,low_stress,0,110,20
"Recently, finished reading a great book. highly recommend it.",low_stress,0,61,9
"This month, i'm going to end it all soon. made my decision.",crisis,2,59,12
"Today, i don't see a way out of this situation anymore.",crisis,2,55,11
Haven't been sleeping well. Mind keeps racing at night. Anxiety has been high this week. Hard to relax.,high_stress,1,103,18
"Recently, i want to disappear. nobody would even notice.",crisis,2,56,9
"This week, feeling completely hopeless. nothing seems to matter.",crisis,2,64,9
I'm going to end it all soon. Made my decision. I can't do this anymore. The suffering is too much.,crisis,2,99,20
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Anxiety has been high this week. Hard to relax. Financial stress is getting to me. Bills keep piling up.,high_stress,1,104,19
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
Feeling content with life right now.,low_stress,0,36,6
"This week, relationship problems are causing a lot of stress.",high_stress,1,61,10
worried about my health. need to see a doctor soon.,high_stress,1,51,10
Life feels meaningless. I don't want to be here.,crisis,2,48,9
I don't see a way out of this situation anymore.,crisis,2,48,10
"Recently, can't seem to focus on anything. mind is all over the place.",high_stress,1,70,13
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"Yesterday, financial stress is getting to me. bills keep piling up.",high_stress,1,67,11
"Recently, anxiety has been high this week. hard to relax. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,115,18
"Yesterday, worried about my health. need to see a doctor soon.",high_stress,1,62,11
Thinking about suicide constantly. Can't escape these thoughts. I'm going to end it all soon. Made my decision.,crisis,2,111,18
"This month, i'm a burden to everyone. they'd be better off without me.",crisis,2,70,13
"Lately, i'm going to end it all soon. made my decision.",crisis,2,55,11
Grateful for the support from my colleagues. Had a productive workout session this morning.,low_stress,0,91,14
I'm going to end it all soon. Made my decision.,crisis,2,47,10
I don't see a way out of this situation anymore. Everyone would be happier if I wasn't around.,crisis,2,94,18
"This week, made progress on my goals today. feeling motivated. Had a great day at work today. Feeling productive and happy.",low_stress,0,123,21
"Recently, i want to disappear. nobody would even notice.",crisis,2,56,9
anxiety has been high this week. hard to relax.,high_stress,1,47,9
Having trouble managing my emotions lately.,high_stress,1,43,6
"This week, looking forward to the vacation next month.",low_stress,0,54,9
"This month, feeling burned out. everything feels like too much. Worried about my health. Need to see a doctor soon.",high_stress,1,115,20
"Yesterday, feeling anxious about the upcoming presentation.",high_stress,1,59,7
Had a productive workout session this morning. Had a good conversation with my family today.,low_stress,0,92,15
"Today, looking forward to the vacation next month.",low_stress,0,50,8
"This week, i've been planning to hurt myself. can't take it anymore.",crisis,2,68,12
I don't see a way out of this situation anymore.,crisis,2,48,10
"Yesterday, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,73,13
"Today, completed my project on time. feeling accomplished!",low_stress,0,58,8
"This month, feeling overwhelmed by responsibilities.",high_stress,1,52,6
"Recently, i'm going to end it all soon. made my decision.",crisis,2,57,11
Feeling burned out. Everything feels like too much.,high_stress,1,51,8
Feeling content with life right now. Finished reading a great book. Highly recommend it.,low_stress,0,88,14
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Yesterday, i've been planning to hurt myself. can't take it anymore.",crisis,2,68,11
Excited about the weekend plans with friends.,low_stress,0,45,7
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
Everyone would be happier if I wasn't around.,crisis,2,45,8
enjoying my new hobby. it's very relaxing.,low_stress,0,42,7
"Yesterday, excited about the weekend plans with friends.",low_stress,0,56,8
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Feeling positive about the future.,low_stress,0,34,5
"This week, can't stop thinking about ending everything. Feeling like there's no point in continuing.",crisis,2,100,15
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Had a good conversation with my family today. Had a productive workout session this morning.,low_stress,0,92,15
can't handle the pain anymore. need it to stop. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,110,21
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
"This month, enjoying my new hobby. it's very relaxing. Had a nice dinner with friends. Good times!",low_stress,0,98,17
